repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),CV_list(F1),Avg_Time_Sec
30,0.8759587020648968,0.7075447207673069,0.651204360936723,0.6676087815870001,0.8163327243770856,"[np.float64(0.8170482039828774), np.float64(0.8297956493078443), np.float64(0.7831262033957641), np.float64(0.8256410256410257), np.float64(0.8068068068068067), np.float64(0.8009950248756219), np.float64(0.8686056105610561), np.float64(0.8556105610561056), np.float64(0.7949999999999999), np.float64(0.8351158645276292), np.float64(0.8408892000700157), np.float64(0.8255102040816327), np.float64(0.7464676616915422), np.float64(0.8914114371385735), np.float64(0.8767719072164948), np.float64(0.7954963235294118), np.float64(0.7633467530194293), np.float64(0.78527706185567), np.float64(0.7950865438302623), np.float64(0.8727463679327849), np.float64(0.8511904761904763), np.float64(0.7767307692307692), np.float64(0.8258547008547009), np.float64(0.860309829059829), np.float64(0.8338828701523002), np.float64(0.7850411368735977), np.float64(0.7586435070306038), np.float64(0.7821428571428573), np.float64(0.8164924506387921), np.float64(0.7889447236180905)]","[0.6740384615384616, 0.6687541638907395, 0.6668304668304668, 0.7089051743282256, 0.725210682990231, 0.6915096915096914, 0.7458314996821671, 0.7985739750445633, 0.6475044563279857, 0.720351676978183, 0.7458314996821671, 0.5885628614264297, 0.6503712871287128, 0.7031783556606251, 0.6851741293532339, 0.6503712871287128, 0.6556868925663252, 0.6574250647890079, 0.6787399783931313, 0.6556868925663252, 0.6127650460484044, 0.637884991988606, 0.7792250081406709, 0.6223262032085561, 0.6081954294720252, 0.5911202386191384, 0.6452119309262166, 0.6270627062706271, 0.5731683490719635, 0.6127650460484044]",51.408416644732156
