repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),CV_list(F1),Avg_Time_Sec
30,0.9150633855331842,0.8604050969163849,0.8660868375629143,0.8624550209827906,0.9558707402551455,"[np.float64(0.9642466018166592), np.float64(0.9458948930715778), np.float64(0.9572001336451721), np.float64(0.9738916256157635), np.float64(0.9565131837859111), np.float64(0.9431182795698925), np.float64(0.9553975046712073), np.float64(0.9574647507252243), np.float64(0.9590929588352767), np.float64(0.959461114513166), np.float64(0.9631426677114099), np.float64(0.945120168411204), np.float64(0.9630740967544398), np.float64(0.9521051237918707), np.float64(0.9481221481221482), np.float64(0.9555583692073943), np.float64(0.9519545606414967), np.float64(0.9502023031434795), np.float64(0.9429878245184565), np.float64(0.9630226116085807), np.float64(0.9574575841985312), np.float64(0.9641235553109522), np.float64(0.9504568465242623), np.float64(0.9616707616707616), np.float64(0.9549569511268676), np.float64(0.9549342105263158), np.float64(0.9567625206384149), np.float64(0.9591411298728373), np.float64(0.9612301468384777), np.float64(0.9478175807866154)]","[0.8490474347041816, 0.8445317997621994, 0.8585084831602937, 0.8947358887037171, 0.8530701578571829, 0.8541187055118944, 0.8892941573792638, 0.8387445887445888, 0.8827233372687918, 0.8649159647586651, 0.8649159647586651, 0.8758405941173031, 0.8696782734085053, 0.8401351082853169, 0.8605527974116032, 0.8555894381013167, 0.8589939579238552, 0.8667221141171302, 0.8692557686057849, 0.8568035316638669, 0.8737367396899127, 0.8723117731075292, 0.8506469837798433, 0.8674047766028237, 0.8536923115658019, 0.8415006027941281, 0.8679904106733375, 0.8811001560505036, 0.8798387096774194, 0.8372500992982921]",47.5890068769455
