repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),CV_list(F1),Avg_Time_Sec
30,0.5564504101416853,0.6375453992851517,0.7115151413772055,0.538830778153679,0.8651653914180849,"[np.float64(0.8843329253365974), np.float64(0.8650408149497403), np.float64(0.8607083194119612), np.float64(0.8669571807502842), np.float64(0.8710809392627574), np.float64(0.8743727598566309), np.float64(0.8447652341631005), np.float64(0.8848411252782837), np.float64(0.8932873800167493), np.float64(0.8871402327005512), np.float64(0.8520282080646134), np.float64(0.8470264896789661), np.float64(0.856062461726883), np.float64(0.8431748973917649), np.float64(0.8673569673569673), np.float64(0.875569764497341), np.float64(0.8781490143668561), np.float64(0.8423591658885777), np.float64(0.8411067448302519), np.float64(0.8572440894157056), np.float64(0.8429349202329703), np.float64(0.8529168959823885), np.float64(0.8796147672552167), np.float64(0.8672165672165673), np.float64(0.8928526209166878), np.float64(0.8680921052631578), np.float64(0.8693932305998899), np.float64(0.884233201306372), np.float64(0.8337204075516932), np.float64(0.8713823112730216)]","[0.5700105708245243, 0.5558350951374207, 0.5153227187125492, 0.5038583509513742, 0.5406631926513622, 0.5126635357262663, 0.5580039449752798, 0.5397893856646372, 0.5350080336175997, 0.5806929041941132, 0.5429073952879582, 0.5546284610628829, 0.5682818925767457, 0.5370056497175141, 0.5294934950107364, 0.5239811591234896, 0.5313365569691564, 0.554653146174671, 0.5250567361254384, 0.576635113469811, 0.5342789354239736, 0.5000901908438256, 0.5317888949635435, 0.4832369942196532, 0.5812492105595555, 0.5554017472622124, 0.5658400991666354, 0.559451065212643, 0.4892338980207984, 0.5085249709639954]",2.120922907193502
